n_offset_hours,model,split,label,n,n_positive,n_negative,prevalence,auroc,auprc,threshold,f1,sensitivity,specificity
0,sequence_attention,val,pneumonia,11065,639,10426,0.057749661093538185,0.6049380130989488,0.07747546109312375,0.5453133583068848,0.13773250664304695,0.486697965571205,0.6579704584692115
0,sequence_attention,val,consolidation,11065,362,10703,0.03271577044735653,0.6933819092390578,0.0675226815934485,0.6850677132606506,0.13263785394932937,0.24585635359116023,0.9167523124357657
0,sequence_attention,val,lung_opacity,11065,2179,8886,0.19692724807953005,0.652098241588911,0.29327324351178063,0.49804869294166565,0.3888108315238217,0.6984855438274438,0.5354490209318028
0,sequence_attention,val,pneumothorax,11065,197,10868,0.01780388612742883,0.76030501691736,0.051329406779092784,0.6976208686828613,0.10887096774193548,0.41116751269035534,0.888663967611336
0,sequence_attention,val,pleural_effusion,11065,1760,9305,0.15906009941256213,0.7603942467392897,0.36323352612024823,0.5748844146728516,0.42377358490566036,0.6380681818181818,0.7402471789360558
0,sequence_attention,val,pulmonary_edema,11065,1328,9737,0.12001807501129688,0.7616872311057931,0.26931610760164904,0.6044851541519165,0.358593579384145,0.6182228915662651,0.750436479408442
0,sequence_attention,test,pneumonia,11161,687,10474,0.061553624227219786,0.6169686412796197,0.08781675273394546,0.5453133583068848,0.1566156615661566,0.5065502183406113,0.6745274011838839
0,sequence_attention,test,consolidation,11161,343,10818,0.03073201326046053,0.6832155887471858,0.05882729394096898,0.6850677132606506,0.11689237348538846,0.239067055393586,0.9095951192457016
0,sequence_attention,test,lung_opacity,11161,2128,9033,0.1906639190036735,0.651979630452751,0.2852195807504704,0.49804869294166565,0.37397740553174913,0.6766917293233082,0.5424554411601904
0,sequence_attention,test,pneumothorax,11161,188,10973,0.016844368784159125,0.728900822327919,0.04759408349144226,0.6976208686828613,0.09263157894736843,0.35106382978723405,0.8932835140800146
0,sequence_attention,test,pleural_effusion,11161,1815,9346,0.16261983693217455,0.7593987262858729,0.3598329533971409,0.5748844146728516,0.4278399393134838,0.6214876033057851,0.7506954846993367
0,sequence_attention,test,pulmonary_edema,11161,1281,9880,0.11477466176865872,0.7705546574506884,0.27873611609244414,0.6044851541519165,0.35781883731410546,0.6198282591725215,0.7608299595141701
