n_offset_hours,model,split,label,n,n_positive,n_negative,prevalence,auroc,auprc,threshold,f1,sensitivity,specificity
2,latest_mlp,val,pneumonia,4851,274,4577,0.0564831993403422,0.6200424528226661,0.07879772297448062,0.5275468826293945,0.14855072463768115,0.4489051094890511,0.7249289927900372
2,latest_mlp,val,consolidation,4851,220,4631,0.045351473922902494,0.6585805147130995,0.07493426611662632,0.5506994724273682,0.14071661237785016,0.4909090909090909,0.7393651479162168
2,latest_mlp,val,lung_opacity,4851,1013,3838,0.2088229231086374,0.629864780264071,0.28898689350204426,0.4443333148956299,0.3966733870967742,0.7769002961500494,0.4351224596143825
2,latest_mlp,val,pneumothorax,4851,156,4695,0.032158317872603585,0.6378136861363698,0.05101174313945899,0.5603335499763489,0.09267059814658804,0.3525641025641026,0.7921192758253461
2,latest_mlp,val,pleural_effusion,4851,959,3892,0.1976911976911977,0.7303173698193242,0.3840278720734702,0.5574622750282288,0.45658153241650296,0.6058394160583942,0.7417780061664954
2,latest_mlp,val,pulmonary_edema,4851,685,4166,0.14120799835085548,0.710810138381265,0.2622297356606811,0.478259801864624,0.34649122807017546,0.691970802919708,0.6214594335093615
2,latest_mlp,test,pneumonia,4877,302,4575,0.06192331351240517,0.5984587268845222,0.08217261063517123,0.5275468826293945,0.13892078071182548,0.40066225165562913,0.7116939890710382
2,latest_mlp,test,consolidation,4877,200,4677,0.04100881689563256,0.6434691041265769,0.06686221898670153,0.5506994724273682,0.1166335321404904,0.44,0.7389352148813342
2,latest_mlp,test,lung_opacity,4877,1053,3824,0.21591142095550545,0.6429986102667413,0.30518022578067705,0.4443333148956299,0.40564635958395245,0.7777777777777778,0.43357740585774057
2,latest_mlp,test,pneumothorax,4877,150,4727,0.030756612671724422,0.6306360623369296,0.05172538765385318,0.5603335499763489,0.09225413402959094,0.35333333333333333,0.7998730696001692
2,latest_mlp,test,pleural_effusion,4877,1011,3866,0.20729956940742258,0.7186834627683172,0.38369328860214613,0.5574622750282288,0.43740219092331767,0.552917903066271,0.7449560269011899
2,latest_mlp,test,pulmonary_edema,4877,650,4227,0.13327865491080582,0.7115792251278411,0.23889262629449542,0.478259801864624,0.3347030257751214,0.6892307692307692,0.626449018216229
