experiment_name,input_type,target_window,uses_cxr_t1,uses_single_ecg,uses_ecg_sequence,uses_predictor_g,uses_transformer,uses_future_query,ecg_perturb,fusion_mode,loss_type,lambda_temporal,cross_patient_recall@1,cross_patient_recall@5,cross_patient_recall@10,cross_patient_mrr,cross_patient_median_rank,within_patient_temporal_recall@1,within_patient_temporal_recall@5,within_patient_temporal_mrr
single_n2_label_multipos_top10_lambda01,single_ecg,"[t2-14h, t2-2h]",False,True,False,False,False,False,none,mlp_concat,cross,0.0,0.006911604219716261,0.028192069843579484,0.046744270643870496,0.023858155849589766,402.5,0.4056482670089859,0.9547496790757382,0.6365048026071743
