experiment_name,input_type,target_window,uses_cxr_t1,uses_single_ecg,uses_ecg_sequence,uses_predictor_g,uses_transformer,uses_future_query,ecg_perturb,fusion_mode,loss_type,lambda_temporal,cross_patient_recall@1,cross_patient_recall@5,cross_patient_recall@10,cross_patient_mrr,cross_patient_median_rank,within_patient_temporal_recall@1,within_patient_temporal_recall@5,within_patient_temporal_mrr
single_n2_label_multipos_top10_learnable,single_ecg,"[t2-14h, t2-2h]",False,True,False,False,False,False,none,mlp_concat,cross,0.0,0.007639141506002182,0.029829028737722807,0.04747180793015642,0.024676755662255558,397.0,0.4034017971758665,0.9560333761232349,0.635832158320923
