experiment_name,input_type,target_window,uses_cxr_t1,uses_single_ecg,uses_ecg_sequence,uses_predictor_g,uses_transformer,uses_future_query,ecg_perturb,fusion_mode,loss_type,lambda_temporal,cross_patient_recall@1,cross_patient_recall@5,cross_patient_recall@10,cross_patient_mrr,cross_patient_median_rank,within_patient_temporal_recall@1,within_patient_temporal_recall@5,within_patient_temporal_mrr
single_n2_label_multipos_lambda05,single_ecg,"[t2-14h, t2-2h]",False,True,False,False,False,False,none,mlp_concat,cross,0.0,0.006002182611858858,0.02673699527100764,0.04237904692615497,0.022370984363397007,445.0,0.3902439024390244,0.9528241335044929,0.6301709941392196
