n_offset_hours,model,split,label,n,n_positive,n_negative,prevalence,auroc,auprc,threshold,f1,sensitivity,specificity
10,sequence_attention,val,pneumonia,453,205,248,0.45253863134657835,0.5997442958300551,0.5474753320499555,0.2585732340812683,0.6306027820710973,0.9951219512195122,0.04032258064516129
10,sequence_attention,val,consolidation,260,190,70,0.7307692307692307,0.6234586466165414,0.7952848719520996,0.3428824245929718,0.8617511520737328,0.9842105263157894,0.18571428571428572
10,sequence_attention,val,lung_opacity,726,691,35,0.9517906336088154,0.5005995451726277,0.9572657917923408,0.284736692905426,0.9752999294283698,1.0,0.0
10,sequence_attention,val,pneumothorax,855,141,714,0.1649122807017544,0.584560065160816,0.24459192967283488,0.526452898979187,0.32131147540983607,0.3475177304964539,0.8389355742296919
10,sequence_attention,val,pleural_effusion,1205,810,395,0.6721991701244814,0.65104860134396,0.7856152941434871,0.2281920462846756,0.8064032016008004,0.9950617283950617,0.030379746835443037
10,sequence_attention,val,pulmonary_edema,873,504,369,0.5773195876288659,0.6392061341248333,0.7021349947217055,0.21245945990085602,0.7328467153284671,0.996031746031746,0.013550135501355014
10,sequence_attention,test,pneumonia,447,213,234,0.47651006711409394,0.5641025641025641,0.5407651120523409,0.2585732340812683,0.6462480857580398,0.9906103286384976,0.021367521367521368
10,sequence_attention,test,consolidation,244,179,65,0.7336065573770492,0.618736570691878,0.7942647190342942,0.3428824245929718,0.854320987654321,0.9664804469273743,0.18461538461538463
10,sequence_attention,test,lung_opacity,755,719,36,0.952317880794702,0.5575258847164272,0.9628362285312381,0.284736692905426,0.9748811948404617,0.9986091794158554,0.0
10,sequence_attention,test,pneumothorax,882,127,755,0.14399092970521543,0.5409292381498669,0.1637946749417964,0.526452898979187,0.17454545454545456,0.1889763779527559,0.8357615894039735
10,sequence_attention,test,pleural_effusion,1240,862,378,0.6951612903225807,0.628334499564198,0.7848911449820246,0.2281920462846756,0.8180943214629451,0.9860788863109049,0.031746031746031744
10,sequence_attention,test,pulmonary_edema,906,526,380,0.5805739514348786,0.640949569741845,0.7096686987760892,0.21245945990085602,0.7358757062146892,0.9904942965779467,0.02894736842105263
