n_offset_hours,model,split,label,n,n_positive,n_negative,prevalence,auroc,auprc,threshold,f1,sensitivity,specificity
6,latest_mlp,val,pneumonia,2537,214,2323,0.0843515963736697,0.5193031086936406,0.09375589929503514,0.4150371551513672,0.1638750565866908,0.8457943925233645,0.219113215669393
6,latest_mlp,val,consolidation,2537,199,2338,0.07843910130074892,0.5536278483950978,0.09501351901871058,0.5008009076118469,0.16193656093489148,0.48743718592964824,0.6142001710863987
6,latest_mlp,val,lung_opacity,2537,715,1822,0.28182893180922347,0.5609861598335804,0.3345418904237868,0.41408663988113403,0.44170096021947874,0.9006993006993007,0.14544456641053788
6,latest_mlp,val,pneumothorax,2537,136,2401,0.05360662199448167,0.5565083176127594,0.06534028339504774,0.5461490750312805,0.12167300380228137,0.35294117647058826,0.7480216576426489
6,latest_mlp,val,pleural_effusion,2537,787,1750,0.3102089081592432,0.6284389181339626,0.42904308686274756,0.4050537347793579,0.4958174904942966,0.8284625158831004,0.31942857142857145
6,latest_mlp,val,pulmonary_edema,2537,529,2008,0.2085139929050059,0.6289158112352105,0.30261880737343183,0.4726119637489319,0.3915525114155251,0.6483931947069943,0.5617529880478087
6,latest_mlp,test,pneumonia,2481,206,2275,0.083031035872632,0.5572548810412887,0.10045621415814254,0.4150371551513672,0.15782312925170067,0.8446601941747572,0.1978021978021978
6,latest_mlp,test,consolidation,2481,173,2308,0.06972994760177348,0.5755815409583154,0.08678451869760577,0.5008009076118469,0.15280135823429541,0.5202312138728323,0.6035528596187175
6,latest_mlp,test,lung_opacity,2481,736,1745,0.2966545747682386,0.5590051544786346,0.3516839970636564,0.41408663988113403,0.45688766746822396,0.9035326086956522,0.1346704871060172
6,latest_mlp,test,pneumothorax,2481,128,2353,0.051592099959693674,0.5323672572248194,0.06150081269432281,0.5461490750312805,0.09845288326300984,0.2734375,0.7671058223544411
6,latest_mlp,test,pleural_effusion,2481,832,1649,0.3353486497380089,0.6248305354060735,0.46626970269108564,0.4050537347793579,0.5118554761008657,0.8173076923076923,0.30563978168587025
6,latest_mlp,test,pulmonary_edema,2481,523,1958,0.21080209592906085,0.6354998955112819,0.3003172687692901,0.4726119637489319,0.38942037141249297,0.6615678776290631,0.5362614913176711
