n_offset_hours,model,split,label,n,n_positive,n_negative,prevalence,auroc,auprc,threshold,f1,sensitivity,specificity
2,single_mlp,val,pneumonia,5139,326,4813,0.06343646623856782,0.6182973261323179,0.08873263901755529,0.519116222858429,0.15984405458089668,0.5030674846625767,0.675462289632246
2,single_mlp,val,consolidation,5451,271,5180,0.049715648504861494,0.6361342233113451,0.07486716415754699,0.5107536315917969,0.1341222879684418,0.5018450184501845,0.6870656370656371
2,single_mlp,val,lung_opacity,5461,1199,4262,0.2195568577183666,0.6309235680132317,0.2994180095339051,0.47469377517700195,0.40777619724988146,0.7172643869891576,0.49343031440638196
2,single_mlp,val,pneumothorax,5504,174,5330,0.031613372093023256,0.6360295227620711,0.04808414881543555,0.34674617648124695,0.08877111626366346,0.7701149425287356,0.49136960600375235
2,single_mlp,val,pleural_effusion,5392,1128,4264,0.20919881305637983,0.7201218888467527,0.3782459892113451,0.522054135799408,0.45440494590417313,0.651595744680851,0.6782363977485929
2,single_mlp,val,pulmonary_edema,5129,828,4301,0.16143497757847533,0.7101979991171585,0.29371029301921614,0.48303288221359253,0.3866269447202913,0.7053140096618358,0.6259009532666822
2,single_mlp,test,pneumonia,5081,351,4730,0.06908088958866365,0.599950308089843,0.0911108896394147,0.519116222858429,0.15548044422984067,0.4586894586894587,0.6704016913319238
2,single_mlp,test,consolidation,5419,219,5200,0.040413360398597525,0.6397010010537407,0.072446627870753,0.5107536315917969,0.11082606464853771,0.4931506849315068,0.688076923076923
2,single_mlp,test,lung_opacity,5428,1196,4232,0.22033898305084745,0.6385179054630747,0.30732301638793236,0.47469377517700195,0.4088717454194793,0.7090301003344481,0.502835538752363
2,single_mlp,test,pneumothorax,5476,165,5311,0.030131482834185538,0.6145701032163092,0.05191213395486405,0.34674617648124695,0.07508532423208192,0.6666666666666666,0.5000941442289588
2,single_mlp,test,pleural_effusion,5349,1174,4175,0.21948027668723125,0.7238159116179905,0.40753946443320843,0.522054135799408,0.46163482618227375,0.6277683134582623,0.692934131736527
2,single_mlp,test,pulmonary_edema,5137,775,4362,0.1508662643566284,0.7283166940290781,0.2825546428901051,0.48303288221359253,0.3804609563123495,0.7135483870967742,0.6380100871160018
