n,target_window,experiment_name,input_type,loss_mode,train_samples,train_patients,val_samples,val_patients,test_samples,test_patients,eligible_train_patients,batch_n_patients,k_intervals,best_epoch,best_val_mrr,test_queries,test_gallery_size,test_recall_at_1,test_recall_at_5,test_recall_at_10,test_mrr,test_median_rank,n_trainable_params,result_path
0,"[t2-0-12h, t2-0]",case1_all_ecg_cross_n0,single,cross,57461,26717,12261,5725,12645,5726,26717,768,1,50,0.016002794807297563,12645,11197,0.003479636219849743,0.015737445630684063,0.02807433768287861,0.0143380113166158,742.0,787968,./7.13/cross_patient_huge_batch/case1/case1_all_ecg_n0/case1_all_ecg_cross_n0/results.json
2,"[t2-2-12h, t2-2]",case1_all_ecg_cross_n2,single,cross,25385,14218,5544,3046,5498,3048,14218,768,1,39,0.022765988762913268,5498,4846,0.007275372862859221,0.026009457984721717,0.04656238632229902,0.023661759191533346,420.0,787968,./7.13/cross_patient_huge_batch/case1/case1_all_ecg_n2/case1_all_ecg_cross_n2/results.json
4,"[t2-4-12h, t2-4]",case1_all_ecg_cross_n4,single,cross,16073,8657,3499,1855,3346,1856,8657,768,1,26,0.026408141468512433,3346,2864,0.006873879258816497,0.03197848176927675,0.049910340705319786,0.0256518495621468,336.5,787968,./7.13/cross_patient_huge_batch/case1/case1_all_ecg_n4/case1_all_ecg_cross_n4/results.json
6,"[t2-6-12h, t2-6]",case1_all_ecg_cross_n6,single,cross,13730,7135,2903,1529,2984,1530,7135,768,1,27,0.022235950248437556,2984,2495,0.007372654155495978,0.02379356568364611,0.04624664879356569,0.023481527295314383,342.5,787968,./7.13/cross_patient_huge_batch/case1/case1_all_ecg_n6/case1_all_ecg_cross_n6/results.json
8,"[t2-8-12h, t2-8]",case1_all_ecg_cross_n8,single,cross,13078,6733,2867,1442,2804,1444,6733,768,1,33,0.026343609471159136,2804,2381,0.0039229671897289585,0.0224679029957204,0.04029957203994294,0.01925049507373457,360.0,787968,./7.13/cross_patient_huge_batch/case1/case1_all_ecg_n8/case1_all_ecg_cross_n8/results.json
10,"[t2-10-12h, t2-10]",case1_all_ecg_cross_n10,single,cross,12963,6610,2858,1416,2754,1418,6610,768,1,13,0.02364580414291526,2754,2331,0.0054466230936819175,0.0196078431372549,0.0374001452432825,0.021027412232601288,349.5,787968,./7.13/cross_patient_huge_batch/case1/case1_all_ecg_n10/case1_all_ecg_cross_n10/results.json
12,"[t2-12-12h, t2-12]",case1_all_ecg_cross_n12,single,cross,13340,6587,2698,1411,2775,1412,6587,768,1,25,0.02748809389230263,2775,2384,0.007207207207207207,0.024504504504504504,0.04144144144144144,0.023008988530000305,353.0,787968,./7.13/cross_patient_huge_batch/case1/case1_all_ecg_n12/case1_all_ecg_cross_n12/results.json
