n_offset_hours,model,split,label,n,n_positive,n_negative,prevalence,auroc,auprc,threshold,f1,sensitivity,specificity
0,latest_mlp,val,pneumonia,1460,639,821,0.43767123287671234,0.5834662869625384,0.5032352481270778,0.278961181640625,0.6141809290953545,0.9827856025039123,0.05237515225334957
0,latest_mlp,val,consolidation,824,362,462,0.4393203883495146,0.6941056181387673,0.6189807292486791,0.39100515842437744,0.6557377049180327,0.8287292817679558,0.4523809523809524
0,latest_mlp,val,lung_opacity,2279,2179,100,0.9561211057481351,0.6118770078017439,0.9701492387570745,0.21167778968811035,0.9775684163301929,1.0,0.0
0,latest_mlp,val,pneumothorax,1459,197,1262,0.13502398903358465,0.5968971980660783,0.1974200639116608,0.44347047805786133,0.2739420935412027,0.6243654822335025,0.5419968304278923
0,latest_mlp,val,pleural_effusion,2653,1760,893,0.6633999246136449,0.6739069021683803,0.7940306991868161,0.28349941968917847,0.8022163334136353,0.9460227272727273,0.187010078387458
0,latest_mlp,val,pulmonary_edema,2176,1328,848,0.6102941176470589,0.6688966952716526,0.7444549304847108,0.25363969802856445,0.7653151820065108,0.973644578313253,0.10613207547169812
0,latest_mlp,test,pneumonia,1555,687,868,0.4418006430868167,0.5883097216911839,0.5200332979888899,0.278961181640625,0.6151029748283753,0.9781659388646288,0.04838709677419355
0,latest_mlp,test,consolidation,802,343,459,0.42768079800498754,0.6780362938826324,0.6007287768267612,0.39100515842437744,0.6173410404624278,0.7784256559766763,0.4444444444444444
0,latest_mlp,test,lung_opacity,2223,2128,95,0.9572649572649573,0.5527305104867432,0.9638466730439936,0.21167778968811035,0.978155897907565,0.9995300751879699,0.010526315789473684
0,latest_mlp,test,pneumothorax,1475,188,1287,0.12745762711864406,0.5521375787333234,0.16830639691864652,0.44347047805786133,0.2374020156774916,0.5638297872340425,0.5345765345765345
0,latest_mlp,test,pleural_effusion,2699,1815,884,0.672471285661356,0.668369420241078,0.7861649228294112,0.28349941968917847,0.7996259060088847,0.9421487603305785,0.1493212669683258
0,latest_mlp,test,pulmonary_edema,2105,1281,824,0.6085510688836104,0.6670153020622542,0.7378012633453334,0.25363969802856445,0.7612350963008254,0.9718969555035128,0.09587378640776699
