n_offset_hours,model,split,label,n,n_positive,n_negative,prevalence,auroc,auprc,threshold,f1,sensitivity,specificity
4,single_mlp,val,pneumonia,3526,258,3268,0.07317073170731707,0.5239620990008824,0.0807350397561647,0.4152584373950958,0.1423611111111111,0.7945736434108527,0.26040391676866587
4,single_mlp,val,consolidation,3526,247,3279,0.07005104934770277,0.5613275746901211,0.0866120639149614,0.5040797591209412,0.14606021780909673,0.46153846153846156,0.6340347666971637
4,single_mlp,val,lung_opacity,3526,919,2607,0.26063528077141235,0.5954223437109347,0.3343415819090669,0.4293268024921417,0.4302097902097902,0.8367791077257889,0.2761795166858458
4,single_mlp,val,pneumothorax,3526,160,3366,0.04537719795802609,0.5894329322638147,0.057616180282458726,0.5130131244659424,0.11393379522709776,0.4625,0.6836007130124777
4,single_mlp,val,pleural_effusion,3526,971,2555,0.27538287010777085,0.6568417573425827,0.403887699491001,0.42844027280807495,0.4809402795425667,0.7796086508753862,0.44422700587084146
4,single_mlp,val,pulmonary_edema,3526,698,2828,0.19795802609188884,0.6348809793996182,0.2788349981208168,0.4534810781478882,0.38011472275334607,0.7120343839541547,0.49787835926449786
4,single_mlp,test,pneumonia,3380,285,3095,0.08431952662721894,0.5674965280730098,0.10422275273143738,0.4152584373950958,0.16516308119361556,0.8350877192982457,0.23780290791599354
4,single_mlp,test,consolidation,3380,198,3182,0.058579881656804736,0.6108452532871138,0.08453122118755166,0.5040797591209412,0.14490772385509226,0.5353535353535354,0.6357636706473916
4,single_mlp,test,lung_opacity,3380,913,2467,0.2701183431952663,0.6038709875060547,0.341628824761552,0.4293268024921417,0.4458416690482995,0.8543263964950711,0.26793676530198623
4,single_mlp,test,pneumothorax,3380,138,3242,0.04082840236686391,0.5533967670698888,0.05789527980603006,0.5130131244659424,0.09122203098106713,0.38405797101449274,0.7004935225169648
4,single_mlp,test,pleural_effusion,3380,985,2395,0.29142011834319526,0.6524642073694139,0.42938881476577256,0.42844027280807495,0.48971596474045054,0.7614213197969543,0.4455114822546973
4,single_mlp,test,pulmonary_edema,3380,666,2714,0.1970414201183432,0.644470004271036,0.2858254098802854,0.4534810781478882,0.3800869221651521,0.7222222222222222,0.4900515843773029
