n_offset_hours,model,split,label,n,n_positive,n_negative,prevalence,auroc,auprc,threshold,f1,sensitivity,specificity
4,latest_mlp,val,pneumonia,2798,220,2578,0.07862759113652609,0.5548822201847803,0.09430455710877743,0.4497830271720886,0.16276346604215455,0.6318181818181818,0.47672614429790533
4,latest_mlp,val,consolidation,2969,204,2765,0.06871000336813742,0.5607426514909761,0.0838229614097552,0.5522642731666565,0.14782608695652175,0.3333333333333333,0.7656419529837252
4,latest_mlp,val,lung_opacity,2968,771,2197,0.25977088948787064,0.5966525512032385,0.32699771506761155,0.39338400959968567,0.43428931610463284,0.893644617380026,0.22030040964952208
4,latest_mlp,val,pneumothorax,2995,142,2853,0.04741235392320534,0.5661325118605076,0.0547813206039916,0.3783471882343292,0.11053540587219343,0.676056338028169,0.4745881528215913
4,latest_mlp,val,pleural_effusion,2935,812,2123,0.2766609880749574,0.6765327088491284,0.42012348456986337,0.48496687412261963,0.5016106764841234,0.6711822660098522,0.6156382477626001
4,latest_mlp,val,pulmonary_edema,2799,563,2236,0.20114326545194713,0.6720581506559862,0.31717423478571316,0.464698851108551,0.4071919619249075,0.6838365896980462,0.5782647584973166
4,latest_mlp,test,pneumonia,2683,236,2447,0.08796123742079762,0.5529617726306165,0.1194063861614869,0.4497830271720886,0.16842105263157894,0.6101694915254238,0.4564773191663261
4,latest_mlp,test,consolidation,2879,177,2702,0.06147968044459882,0.5947728612829166,0.08063317714671983,0.5522642731666565,0.1433370660694289,0.3615819209039548,0.7586972612879349
4,latest_mlp,test,lung_opacity,2878,788,2090,0.2738012508686588,0.6031000291453137,0.337698767451613,0.39338400959968567,0.44952380952380955,0.8984771573604061,0.20861244019138755
4,latest_mlp,test,pneumothorax,2903,126,2777,0.043403375818119184,0.5566072786094391,0.06214747551598247,0.3783471882343292,0.09102402022756005,0.5714285714285714,0.5016204537270436
4,latest_mlp,test,pleural_effusion,2822,839,1983,0.29730687455705174,0.6636956442033808,0.45113771155289173,0.48496687412261963,0.4949308755760369,0.6400476758045291,0.599596570852244
4,latest_mlp,test,pulmonary_edema,2701,549,2152,0.20325805257312107,0.6602118755967253,0.3087478002238081,0.464698851108551,0.408728046833422,0.6994535519125683,0.5604089219330854
