n_offset_hours,model,split,label,n,n_positive,n_negative,prevalence,auroc,auprc,threshold,f1,sensitivity,specificity
4,single_mlp,val,pneumonia,3268,258,3010,0.07894736842105263,0.5497604882948312,0.09549277634026558,0.512761652469635,0.15749128919860628,0.437984496124031,0.6465116279069767
4,single_mlp,val,consolidation,3466,247,3219,0.07126370455856895,0.5493715829469005,0.08473386570071587,0.5289912223815918,0.14520958083832336,0.39271255060728744,0.691829760795278
4,single_mlp,val,lung_opacity,3469,919,2550,0.26491784375900834,0.5849772770914677,0.3206667250674131,0.4170495569705963,0.43539630836047777,0.8726877040261154,0.23019607843137255
4,single_mlp,val,pneumothorax,3494,160,3334,0.04579278763594734,0.5804617201559688,0.05525832819475209,0.47170716524124146,0.10935601458080195,0.5625,0.5812837432513497
4,single_mlp,val,pleural_effusion,3429,971,2458,0.28317293671624383,0.6589865245915101,0.411300327075335,0.4463983476161957,0.4939045628700801,0.7301750772399588,0.5154597233523189
4,single_mlp,val,pulmonary_edema,3263,698,2565,0.21391357646337725,0.6495665700385954,0.31699726657932387,0.4430878460407257,0.4081135902636917,0.7206303724928367,0.5072124756335282
4,single_mlp,test,pneumonia,3112,285,2827,0.09158097686375322,0.5669031084963914,0.1139855516260154,0.512761652469635,0.17959183673469387,0.4631578947368421,0.6275203395825963
4,single_mlp,test,consolidation,3331,198,3133,0.05944160912638847,0.5966011858128041,0.0796333857520744,0.5289912223815918,0.138801261829653,0.4444444444444444,0.6865624002553463
4,single_mlp,test,lung_opacity,3334,913,2421,0.27384523095380925,0.6095523244266917,0.3448790878561337,0.4170495569705963,0.4473610723261659,0.8773274917853231,0.2288310615448162
4,single_mlp,test,pneumothorax,3359,138,3221,0.041083655849955346,0.5608529172234745,0.05590894381629829,0.47170716524124146,0.08414239482200647,0.47101449275362317,0.5833592052157714
4,single_mlp,test,pleural_effusion,3265,985,2280,0.3016845329249617,0.6570985840235105,0.44124180831828863,0.4463983476161957,0.5043352601156069,0.7086294416243655,0.5241228070175439
4,single_mlp,test,pulmonary_edema,3132,666,2466,0.21264367816091953,0.6564742966811093,0.3175950258088289,0.4430878460407257,0.41081994928148774,0.7297297297297297,0.5077047850770479
