n_offset_hours,model,split,label,n,n_positive,n_negative,prevalence,auroc,auprc,threshold,f1,sensitivity,specificity
10,single_mlp,val,pneumonia,2821,241,2580,0.08543069833392414,0.5603284119785132,0.10471472634771323,0.4579683542251587,0.1762749445676275,0.6597510373443983,0.4558139534883721
10,single_mlp,val,consolidation,2821,227,2594,0.0804679191775966,0.5719289515961945,0.10154498923664504,0.4934658110141754,0.17520415738678544,0.5198237885462555,0.6137239784117193
10,single_mlp,val,lung_opacity,2821,815,2006,0.2889046437433534,0.5452694065044131,0.3115801100720297,0.36895570158958435,0.4515380150899594,0.9546012269938651,0.07627118644067797
10,single_mlp,val,pneumothorax,2821,154,2667,0.05459057071960298,0.5630067345477918,0.08366883631212185,0.4758438766002655,0.12805391743892164,0.4935064935064935,0.641169853768279
10,single_mlp,val,pleural_effusion,2821,971,1850,0.34420418291386035,0.6278910011968715,0.466422283590179,0.4043084681034088,0.5322896281800391,0.8403707518022657,0.30864864864864866
10,single_mlp,val,pulmonary_edema,2821,641,2180,0.2272243885147111,0.6158593224462924,0.32199488274658344,0.39477571845054626,0.4004491017964072,0.8346333853354134,0.3137614678899083
10,single_mlp,test,pneumonia,2814,251,2563,0.08919687277896234,0.5322525737860109,0.09391449247968324,0.4579683542251587,0.1649142224681793,0.5936254980079682,0.45103394459617635
10,single_mlp,test,consolidation,2814,202,2612,0.07178393745557925,0.5692036374387822,0.09859040657007989,0.4934658110141754,0.1518987341772152,0.504950495049505,0.6022205206738132
10,single_mlp,test,lung_opacity,2814,828,1986,0.2942430703624733,0.5624732426502426,0.3429990440990148,0.36895570158958435,0.4608720762344788,0.9637681159420289,0.07502517623363544
10,single_mlp,test,pneumothorax,2814,136,2678,0.048329779673063254,0.5344363660325968,0.05564317887305621,0.4758438766002655,0.10554089709762533,0.4411764705882353,0.6486183719193428
10,single_mlp,test,pleural_effusion,2814,991,1823,0.35216773276474767,0.6042218695633161,0.4543556663374345,0.4043084681034088,0.5219885277246654,0.8264379414732593,0.27153044432254525
10,single_mlp,test,pulmonary_edema,2814,626,2188,0.2224591329068941,0.6153795608926995,0.3050299964433392,0.39477571845054626,0.38811445341159206,0.8450479233226837,0.2819926873857404
