n_offset_hours,model,split,label,n,n_positive,n_negative,prevalence,auroc,auprc,threshold,f1,sensitivity,specificity
12,sequence_attention,val,pneumonia,437,207,230,0.47368421052631576,0.6115942028985507,0.5904391631949066,0.3241598904132843,0.6489028213166145,1.0,0.02608695652173913
12,sequence_attention,val,consolidation,252,184,68,0.7301587301587301,0.6544916879795396,0.8090082439094848,0.38318702578544617,0.8538283062645011,1.0,0.07352941176470588
12,sequence_attention,val,lung_opacity,729,697,32,0.9561042524005487,0.5592270444763271,0.9686344867909362,0.39316314458847046,0.9775596072931276,1.0,0.0
12,sequence_attention,val,pneumothorax,895,148,747,0.1653631284916201,0.5464380042693295,0.23353463856170747,0.2375645637512207,0.29022704837117475,0.9932432432432432,0.038821954484605084
12,sequence_attention,val,pleural_effusion,1244,863,381,0.6937299035369775,0.6361590374783685,0.7989823193538026,0.27815407514572144,0.8204633204633205,0.984936268829664,0.05774278215223097
12,sequence_attention,val,pulmonary_edema,896,529,367,0.5904017857142857,0.629422642073111,0.7007463900838704,0.2207360714673996,0.7455954897815363,1.0,0.01634877384196185
12,sequence_attention,test,pneumonia,441,218,223,0.4943310657596372,0.5869502612416176,0.5776014638310736,0.3241598904132843,0.6676923076923077,0.9954128440366973,0.03587443946188341
12,sequence_attention,test,consolidation,253,188,65,0.7430830039525692,0.6286415711947626,0.8223779983265462,0.38318702578544617,0.8459770114942529,0.9787234042553191,0.03076923076923077
12,sequence_attention,test,lung_opacity,769,736,33,0.9570871261378413,0.5398550724637681,0.9637738628969317,0.39316314458847046,0.9780730897009967,1.0,0.0
12,sequence_attention,test,pneumothorax,928,128,800,0.13793103448275862,0.56607421875,0.17452790785712738,0.2375645637512207,0.24390243902439024,0.9765625,0.035
12,sequence_attention,test,pleural_effusion,1302,922,380,0.7081413210445469,0.6305114739125471,0.7941680854512474,0.27815407514572144,0.8248847926267281,0.9707158351409978,0.07105263157894737
12,sequence_attention,test,pulmonary_edema,952,553,399,0.5808823529411765,0.6306589257955014,0.6945788886743101,0.2207360714673996,0.7363515312916112,1.0,0.007518796992481203
