n_offset_hours,model,split,label,n,n_positive,n_negative,prevalence,auroc,auprc,threshold,f1,sensitivity,specificity
12,sequence_attention,val,pneumonia,2443,207,2236,0.08473188702415063,0.5503162998107386,0.10008774070042226,0.49469229578971863,0.17027863777089783,0.5314009661835749,0.563953488372093
12,sequence_attention,val,consolidation,2443,184,2259,0.07531723291035612,0.6072256866254788,0.10380318311261255,0.508884847164154,0.18383167220376523,0.45108695652173914,0.7184594953519257
12,sequence_attention,val,lung_opacity,2443,697,1746,0.2853049529267294,0.5612525288382053,0.3328023197349606,0.43188172578811646,0.4488795518207283,0.9196556671449068,0.13058419243986255
12,sequence_attention,val,pneumothorax,2443,148,2295,0.06058125255832992,0.5525319437084143,0.0776830423135811,0.4737285375595093,0.13309024612579762,0.49324324324324326,0.6183006535947713
12,sequence_attention,val,pleural_effusion,2443,863,1580,0.35325419566107247,0.6253193892368393,0.4704146123129235,0.40199634432792664,0.5366046695686585,0.7856315179606026,0.3759493670886076
12,sequence_attention,val,pulmonary_edema,2443,529,1914,0.21653704461727385,0.6264012262643381,0.3083036307162535,0.4266822934150696,0.397677793904209,0.776937618147448,0.4111807732497388
12,sequence_attention,test,pneumonia,2486,218,2268,0.08769106999195495,0.5362543080432989,0.09823474509926704,0.49469229578971863,0.17073170731707318,0.5458715596330275,0.5339506172839507
12,sequence_attention,test,consolidation,2486,188,2298,0.0756234915526951,0.6079639094124399,0.11153191353820051,0.508884847164154,0.164969450101833,0.4308510638297872,0.6897302001740644
12,sequence_attention,test,lung_opacity,2486,736,1750,0.29605792437650846,0.5598614130434783,0.34841381828857304,0.43188172578811646,0.449226630800269,0.907608695652174,0.10285714285714286
12,sequence_attention,test,pneumothorax,2486,128,2358,0.05148833467417538,0.5598726410093299,0.06549633328701429,0.4737285375595093,0.11861313868613138,0.5078125,0.6170483460559797
12,sequence_attention,test,pleural_effusion,2486,922,1564,0.37087691069991957,0.6062136964566077,0.4660045403954562,0.40199634432792664,0.5410447761194029,0.7863340563991323,0.33951406649616367
12,sequence_attention,test,pulmonary_edema,2486,553,1933,0.22244569589702334,0.6290038158976714,0.3128777107215254,0.4266822934150696,0.39981532779316714,0.783001808318264,0.38954992240041386
